audit_id,firm_id,sector,year,priority_score,current_audit_risk,firm_staffing_quality,past_inspections_fixes,market_importance,band,complexity,it_reliance,group_structure,estimate_heavy,red_flags
AU-0743,F09,Retail group,2025,36,19,10,1,6,ask,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0744,F09,Public interest entity,2025,33,17,7,3,6,routine,Medium,Medium,False,False,
AU-0745,F09,Real estate,2025,33,17,7,4,5,routine,Medium,Medium,False,False,
AU-0746,F09,Listed manufacturing,2025,34,10,15,6,3,routine,Low,Low,False,False,
AU-0747,F09,Retail group,2025,34,12,8,11,3,routine,Low,Medium,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0748,F09,Technology,2025,79,39,30,5,5,deep-dive,High,Medium,True,False,Significant judgement in revenue recognition; Complex accounting estimates; Multi-component group audit; Audit team below planned staffing; Partner involvement hours below plan
AU-0749,F09,Real estate,2025,34,16,12,0,6,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0750,F09,Energy & utilities,2025,25,15,0,7,3,routine,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0751,F09,Real estate,2025,36,8,13,13,2,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0752,F09,Asset management,2025,33,11,14,4,4,routine,Low,Medium,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0753,F09,Energy & utilities,2025,34,17,7,6,4,routine,Medium,Medium,False,False,
AU-0754,F09,Real estate,2025,38,14,14,8,2,ask,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0755,F09,Technology,2025,41,10,18,11,2,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0756,F09,Real estate,2025,34,12,13,4,5,routine,Low,Low,False,False,
AU-0757,F09,Healthcare,2025,27,13,7,3,4,routine,Low,Medium,False,False,
AU-0758,F09,Insurance,2025,47,18,17,7,5,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0759,F09,Real estate,2025,38,20,9,5,4,ask,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0760,F09,Energy & utilities,2025,26,11,4,6,5,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0761,F09,Real estate,2025,29,16,8,2,3,routine,Low,Low,True,False,Multi-component group audit
AU-0762,F09,Energy & utilities,2025,46,19,17,5,5,ask,Medium,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0763,F09,Real estate,2025,19,0,13,3,3,routine,Low,Medium,False,False,
AU-0764,F09,Listed manufacturing,2025,43,24,11,2,6,ask,Medium,Low,False,False,
AU-0765,F09,Technology,2025,40,8,21,6,5,ask,Low,Low,False,False,Partner involvement hours below plan
AU-0766,F09,Asset management,2025,38,18,13,4,3,ask,Medium,Low,False,False,
AU-0767,F09,Technology,2025,29,13,6,9,1,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0768,F10,Listed manufacturing,2025,30,8,11,6,5,routine,Low,Low,False,False,
AU-0769,F10,Public interest entity,2025,40,16,14,5,5,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0770,F10,Listed manufacturing,2025,27,18,5,3,1,routine,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0771,F10,Technology,2025,38,19,9,4,6,ask,Medium,Medium,False,False,
AU-0772,F10,Energy & utilities,2025,39,15,16,5,3,ask,Low,Low,False,False,
AU-0773,F10,Healthcare,2025,43,15,14,9,5,ask,Low,Medium,True,False,Multi-component group audit; Repeat finding from a prior inspection
AU-0774,F10,Insurance,2025,37,16,13,6,2,ask,Low,Low,True,False,Multi-component group audit
AU-0775,F10,Technology,2025,37,13,13,6,5,ask,Low,Medium,False,False,
AU-0776,F10,Asset management,2025,36,16,13,5,2,ask,Low,Medium,False,False,
AU-0777,F10,Energy & utilities,2025,45,13,18,8,6,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0778,F10,Real estate,2025,51,18,19,10,4,group,Medium,High,False,False,Heavy reliance on client IT systems; Repeat finding from a prior inspection
AU-0779,F10,Retail group,2025,31,8,17,0,6,routine,Low,Low,False,False,
AU-0780,F10,Technology,2025,65,32,21,8,4,deep-dive,High,Medium,False,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Partner involvement hours below plan; Overdue remediation on this engagement
AU-0781,F10,Energy & utilities,2025,29,11,6,8,4,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0782,F10,Real estate,2025,23,9,3,5,6,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0783,F10,Insurance,2025,41,18,10,9,4,ask,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0784,F10,Technology,2025,34,17,15,2,0,routine,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0785,F10,Energy & utilities,2025,30,18,11,0,1,routine,Medium,Low,False,False,
AU-0786,F10,Asset management,2025,21,14,4,1,2,routine,Low,Medium,False,False,
AU-0787,F10,Retail group,2025,44,30,7,3,4,ask,High,Medium,False,False,Significant judgement in revenue recognition; Complex accounting estimates
AU-0788,F10,Healthcare,2025,31,11,10,6,4,routine,Low,Low,False,False,
AU-0789,F10,Real estate,2025,29,9,9,4,7,routine,Low,Medium,False,False,
AU-0790,F10,Public interest entity,2025,28,14,9,3,2,routine,Low,Low,False,False,
AU-0791,F10,Real estate,2025,51,23,13,11,4,group,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0792,F10,Listed manufacturing,2025,26,11,12,0,3,routine,Low,Low,False,False,
AU-0793,F10,Real estate,2025,34,11,17,5,1,routine,Low,Medium,False,False,
AU-0794,F10,Technology,2025,20,1,13,2,4,routine,Low,Medium,False,False,
AU-0795,F10,Asset management,2025,36,14,8,9,5,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0796,F10,Retail group,2025,48,25,14,4,5,ask,Medium,Low,False,False,
AU-0797,F10,Banking,2025,34,13,19,0,2,routine,Low,Low,False,False,
AU-0798,F10,Real estate,2025,28,11,12,3,2,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0799,F10,Retail group,2025,12,0,4,3,5,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0800,F10,Real estate,2025,33,9,17,5,2,routine,Low,Medium,False,False,
AU-0801,F10,Asset management,2025,20,2,2,10,6,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0802,F10,Insurance,2025,31,9,14,5,3,routine,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0803,F10,Energy & utilities,2025,24,6,10,3,5,routine,Low,Low,False,False,
AU-0804,F10,Listed manufacturing,2025,33,6,15,6,6,routine,Low,Medium,False,False,
AU-0805,F10,Real estate,2025,33,19,7,3,4,routine,Medium,Medium,False,False,
AU-0806,F10,Banking,2025,38,12,19,7,0,ask,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0807,F10,Technology,2025,29,7,11,6,5,routine,Low,Medium,False,False,
AU-0808,F10,Asset management,2025,27,21,4,1,1,routine,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0809,F10,Healthcare,2025,38,13,16,5,4,ask,Low,Medium,False,False,
AU-0810,F10,Public interest entity,2025,30,1,17,6,6,routine,Low,Low,False,False,
AU-0811,F10,Asset management,2025,50,18,21,8,3,group,Medium,Low,False,True,Goodwill or asset impairment risk; Partner involvement hours below plan
AU-0812,F10,Listed manufacturing,2025,40,12,14,11,3,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0813,F10,Public interest entity,2025,39,14,18,3,4,ask,Low,Medium,False,False,
AU-0814,F10,Healthcare,2025,45,13,22,5,5,ask,Low,Medium,False,False,Partner involvement hours below plan
AU-0815,F10,Healthcare,2025,30,16,4,7,3,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0816,F10,Retail group,2025,38,13,19,2,4,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0817,F10,Asset management,2025,46,25,10,8,3,ask,Medium,Medium,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0818,F10,Healthcare,2025,45,23,14,5,3,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0819,F10,Healthcare,2025,39,7,24,1,7,ask,Low,Low,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0820,F10,Energy & utilities,2025,54,28,13,11,2,group,High,Low,False,False,Complex accounting estimates; Repeat finding from a prior inspection
AU-0821,F10,Banking,2025,50,16,22,9,3,group,Low,High,False,False,Heavy reliance on client IT systems; Partner involvement hours below plan
AU-0822,F10,Healthcare,2025,35,13,14,6,2,ask,Low,Medium,False,False,
AU-0823,F10,Public interest entity,2025,35,21,6,7,1,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0824,F10,Listed manufacturing,2025,29,12,7,6,4,routine,Low,Medium,False,False,
AU-0825,F10,Listed manufacturing,2025,39,17,12,4,6,ask,Medium,Low,False,False,
AU-0826,F10,Asset management,2025,32,18,6,6,2,routine,Medium,Medium,False,False,
AU-0827,F10,Asset management,2025,34,18,4,6,6,routine,Medium,Low,False,False,
AU-0828,F10,Retail group,2025,51,15,24,9,3,group,Low,Medium,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0829,F10,Listed manufacturing,2025,48,12,22,9,5,ask,Low,Medium,False,False,Partner involvement hours below plan; Repeat finding from a prior inspection
AU-0830,F10,Insurance,2025,33,16,11,4,2,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0831,F10,Healthcare,2025,42,14,15,10,3,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0832,F10,Listed manufacturing,2025,36,18,7,7,4,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0833,F10,Insurance,2025,54,29,14,5,6,group,High,Low,False,False,Complex accounting estimates
AU-0834,F10,Asset management,2025,38,16,12,3,7,ask,Low,Medium,False,False,
AU-0835,F10,Asset management,2025,40,13,14,8,5,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0836,F11,Listed manufacturing,2025,26,10,3,9,4,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0837,F11,Listed manufacturing,2025,38,21,11,3,3,ask,Medium,Medium,False,False,
AU-0838,F11,Energy & utilities,2025,45,21,16,3,5,ask,Medium,Low,False,False,
AU-0839,F11,Technology,2025,26,13,1,4,8,routine,Low,Medium,False,False,
AU-0840,F11,Real estate,2025,30,10,13,5,2,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0841,F11,Real estate,2025,39,16,13,5,5,ask,Low,Low,False,False,
AU-0842,F11,Insurance,2025,37,18,13,4,2,ask,Medium,Medium,False,False,
AU-0843,F11,Asset management,2025,38,11,15,4,8,ask,Low,Medium,False,False,
AU-0844,F11,Real estate,2025,61,18,29,10,4,group,Medium,Low,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0845,F11,Insurance,2025,23,7,3,9,4,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0846,F11,Asset management,2025,41,15,10,10,6,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0847,F11,Asset management,2025,32,10,8,9,5,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0848,F11,Asset management,2025,48,21,19,6,2,ask,Medium,Medium,False,False,
AU-0849,F11,Listed manufacturing,2025,41,9,15,8,9,ask,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0850,F11,Energy & utilities,2025,24,8,15,1,0,routine,Low,Low,False,False,
AU-0851,F11,Healthcare,2025,37,20,8,4,5,ask,Medium,Low,False,False,
AU-0852,F11,Healthcare,2025,25,5,13,1,6,routine,Low,Medium,False,False,
AU-0853,F11,Public interest entity,2025,46,19,15,9,3,ask,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0854,F11,Listed manufacturing,2025,26,8,8,4,6,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0855,F11,Public interest entity,2025,30,11,8,5,6,routine,Low,Medium,False,False,
AU-0856,F11,Insurance,2025,48,18,15,9,6,ask,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0857,F11,Healthcare,2025,31,13,11,5,2,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0858,F11,Listed manufacturing,2025,31,17,9,2,3,routine,Medium,Medium,False,False,
AU-0859,F11,Healthcare,2025,39,14,14,7,4,ask,Low,Medium,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0860,F11,Real estate,2025,34,16,14,0,4,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0861,F11,Insurance,2025,34,9,21,2,2,routine,Low,High,False,False,Heavy reliance on client IT systems; Partner involvement hours below plan
AU-0862,F11,Listed manufacturing,2025,36,14,13,5,4,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0863,F11,Real estate,2025,19,9,8,1,1,routine,Low,Low,False,False,
AU-0864,F11,Real estate,2025,34,10,13,9,2,routine,Low,Low,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0865,F11,Healthcare,2025,22,10,10,0,2,routine,Low,Low,True,False,Multi-component group audit
AU-0866,F11,Real estate,2025,42,25,11,5,1,ask,Medium,Medium,False,False,
AU-0867,F11,Banking,2025,27,3,11,11,2,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0868,F11,Technology,2025,39,8,14,11,6,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0869,F11,Asset management,2025,36,7,14,8,7,ask,Low,Medium,False,False,Overdue remediation on this engagement
AU-0870,F11,Healthcare,2025,30,18,10,0,2,routine,Medium,Medium,False,False,
AU-0871,F11,Asset management,2025,38,24,10,3,1,ask,Medium,Medium,False,False,
AU-0872,F11,Healthcare,2025,47,15,19,8,5,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0873,F11,Listed manufacturing,2025,42,20,10,5,7,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0874,F11,Public interest entity,2025,43,18,21,0,4,ask,Medium,Low,True,False,Multi-component group audit; Partner involvement hours below plan
AU-0875,F11,Listed manufacturing,2025,39,14,16,3,6,ask,Low,Low,False,False,
AU-0876,F11,Insurance,2025,31,20,4,4,3,routine,Medium,Low,False,False,
AU-0877,F11,Listed manufacturing,2025,35,23,11,0,1,ask,Medium,Low,False,False,
AU-0878,F11,Insurance,2025,19,5,5,6,3,routine,Low,Low,False,False,
AU-0879,F11,Banking,2025,41,16,16,6,3,ask,Low,Low,False,False,
AU-0880,F11,Technology,2025,43,13,21,3,6,ask,Low,Low,False,False,Partner involvement hours below plan
AU-0881,F11,Healthcare,2025,26,10,9,5,2,routine,Low,Medium,False,False,
AU-0882,F11,Public interest entity,2025,34,25,5,0,4,routine,Medium,High,False,False,Heavy reliance on client IT systems
AU-0883,F11,Listed manufacturing,2025,37,15,11,2,9,ask,Low,Low,True,False,Multi-component group audit
AU-0884,F11,Healthcare,2025,30,15,11,2,2,routine,Low,Medium,False,False,
AU-0885,F11,Public interest entity,2025,37,20,7,8,2,ask,Medium,Low,False,False,Overdue remediation on this engagement
AU-0886,F11,Real estate,2025,27,10,10,1,6,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0887,F11,Technology,2025,19,9,2,6,2,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0888,F11,Energy & utilities,2025,33,6,17,8,2,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0889,F11,Energy & utilities,2025,23,3,11,5,4,routine,Low,Medium,False,False,
AU-0890,F11,Banking,2025,20,10,0,6,4,routine,Low,Low,False,False,
AU-0891,F11,Asset management,2025,20,14,0,1,5,routine,Low,Low,False,False,
AU-0892,F11,Asset management,2025,13,1,8,2,2,routine,Low,Medium,False,False,
AU-0893,F11,Technology,2025,21,9,5,3,4,routine,Low,Low,False,False,
AU-0894,F11,Retail group,2025,30,10,13,2,5,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0895,F11,Real estate,2025,27,8,14,1,4,routine,Low,Medium,False,False,
AU-0896,F11,Public interest entity,2025,2,0,0,2,0,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0897,F11,Real estate,2025,52,20,18,8,6,group,Medium,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0898,F11,Technology,2025,31,16,13,0,2,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0899,F12,Listed manufacturing,2025,35,11,11,7,6,ask,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0900,F12,Real estate,2025,51,18,17,11,5,group,Medium,High,False,False,Heavy reliance on client IT systems; Repeat finding from a prior inspection
AU-0901,F12,Technology,2025,43,21,12,6,4,ask,Medium,Medium,False,False,
AU-0902,F12,Real estate,2025,25,14,6,4,1,routine,Low,Medium,False,False,
AU-0903,F12,Healthcare,2025,29,11,10,5,3,routine,Low,Medium,False,False,
AU-0904,F12,Banking,2025,30,12,13,3,2,routine,Low,Low,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0905,F12,Asset management,2025,17,3,8,4,2,routine,Low,Low,False,False,
AU-0906,F12,Public interest entity,2025,25,3,10,9,3,routine,Low,Medium,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0907,F12,Public interest entity,2025,36,14,13,6,3,ask,Low,Medium,False,False,
AU-0908,F12,Public interest entity,2025,33,8,9,11,5,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0909,F12,Insurance,2025,38,11,16,6,5,ask,Low,Low,False,False,
AU-0910,F12,Energy & utilities,2025,51,21,22,5,3,group,Medium,High,False,False,Heavy reliance on client IT systems; Partner involvement hours below plan
AU-0911,F12,Retail group,2025,32,9,15,3,5,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0912,F12,Technology,2025,44,14,19,5,6,ask,Low,Medium,False,False,
AU-0913,F12,Asset management,2025,26,7,13,2,4,routine,Low,Low,False,False,
AU-0914,F12,Public interest entity,2025,23,11,9,0,3,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0915,F12,Public interest entity,2025,51,18,25,0,8,group,Medium,Medium,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0916,F12,Real estate,2025,30,13,12,0,5,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0917,F12,Energy & utilities,2025,28,12,16,0,0,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0918,F12,Public interest entity,2025,42,22,14,3,3,ask,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0919,F12,Energy & utilities,2025,49,25,12,6,6,ask,Medium,Medium,False,False,
AU-0920,F12,Technology,2025,44,22,11,4,7,ask,Medium,Low,False,False,
AU-0921,F12,Healthcare,2025,44,22,13,5,4,ask,Medium,Medium,False,False,
AU-0922,F12,Public interest entity,2025,19,4,9,2,4,routine,Low,Low,False,False,
AU-0923,F12,Technology,2025,42,24,14,3,1,ask,Medium,Low,False,False,
AU-0924,F12,Banking,2025,30,4,18,8,0,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0925,F12,Energy & utilities,2025,38,13,13,4,8,ask,Low,Low,True,False,Multi-component group audit
AU-0926,F12,Asset management,2025,40,15,9,13,3,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0927,F12,Public interest entity,2025,37,14,15,6,2,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0928,F12,Listed manufacturing,2025,41,16,20,3,2,ask,Low,Low,False,False,Partner involvement hours below plan
AU-0929,F12,Public interest entity,2025,43,13,18,6,6,ask,Low,Medium,False,False,
AU-0930,F12,Technology,2025,22,6,7,5,4,routine,Low,Low,False,False,
AU-0931,F12,Retail group,2025,30,0,19,4,7,routine,Low,Medium,False,False,
AU-0932,F12,Banking,2025,47,26,15,2,4,ask,Medium,Low,False,False,Complex accounting estimates
AU-0933,F12,Insurance,2025,31,17,12,2,0,routine,Medium,High,False,False,Heavy reliance on client IT systems
AU-0934,F12,Energy & utilities,2025,25,11,10,0,4,routine,Low,Medium,False,False,
AU-0935,F12,Insurance,2025,44,13,18,10,3,ask,Low,High,False,False,Heavy reliance on client IT systems; Repeat finding from a prior inspection
AU-0936,F12,Banking,2025,25,14,5,5,1,routine,Low,Medium,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0937,F12,Asset management,2025,27,4,19,3,1,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0938,F12,Healthcare,2025,27,11,11,3,2,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0939,F12,Asset management,2025,42,14,19,5,4,ask,Low,Low,False,False,
AU-0940,F12,Banking,2025,45,20,16,5,4,ask,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0941,F12,Healthcare,2025,30,11,11,5,3,routine,Low,Medium,False,False,
AU-0942,F12,Public interest entity,2025,29,5,13,6,5,routine,Low,Low,False,False,
AU-0943,F12,Technology,2025,44,23,10,3,8,ask,Medium,Medium,False,False,
AU-0944,F12,Public interest entity,2025,39,9,25,1,4,ask,Low,Low,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0945,F12,Real estate,2025,36,17,8,6,5,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0946,F12,Healthcare,2025,13,7,0,3,3,routine,Low,Medium,False,False,
AU-0947,F12,Retail group,2025,37,12,14,10,1,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0948,F12,Healthcare,2025,26,9,13,0,4,routine,Low,Medium,False,False,
AU-0949,F12,Retail group,2025,55,20,26,4,5,group,Medium,Low,True,False,Multi-component group audit; Audit team below planned staffing
AU-0950,F12,Energy & utilities,2025,16,4,4,0,8,routine,Low,Low,False,False,
AU-0951,F12,Banking,2025,27,12,8,3,4,routine,Low,Low,False,False,
AU-0952,F12,Technology,2025,27,15,10,1,1,routine,Low,Low,False,False,
AU-0953,F12,Insurance,2025,36,16,5,13,2,ask,Low,High,False,False,Heavy reliance on client IT systems; Repeat finding from a prior inspection
AU-0954,F12,Healthcare,2025,52,22,19,6,5,group,Medium,Medium,False,False,
AU-0955,F12,Technology,2025,42,17,11,9,5,ask,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0956,F12,Insurance,2025,42,13,19,5,5,ask,Low,Medium,False,False,
AU-0957,F12,Technology,2025,25,15,3,4,3,routine,Low,Low,False,False,
AU-0958,F12,Energy & utilities,2025,28,6,12,4,6,routine,Low,Medium,False,False,
AU-0959,F12,Retail group,2025,22,6,9,6,1,routine,Low,Low,False,False,
AU-0960,F12,Listed manufacturing,2025,34,9,15,8,2,routine,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
